Text	Classificacao
Desde a última atualização, o app ficou péssimo. Mesmo com conta Premium, seja no wi-fi, seja no 4G, fica offline. Precisei desinstalar e reinstalar várias vezes para conseguir usar. Caso não seja resolvido, mudarei para outro app.	Negativo
Eu tenho uma JBL Flip 4 e fica pausando sozinho minhas música Agora eu não sei se tem haver com o app ou Android da Google	Positivo
Eu já gostava do APP quando eu tinha a versão free, assinei o premium pagando meia de universitário e a experiência é excelente. Sem dúvida o spotify é o melhor APP de streaming de música.	Positivo
Ou vcs dão jeito de deixar esse app mais leve ou vão perder muitas pessoas que baixaram eu estou desinstalando tá muito pesado	Negativo
O app quando transferido para o cartão Sd, toda hora que saio e fecho em segundo plano, quando reabro eu tenho que fazer login novamente. Sendo que meu cartão Sd é classe 10. Consertem isso.	Negativo
Simplesmente já me deu dois problemas e eu já to de saco cheio, primeiro foi ter bugado e não queria conectar na conta pq tava dizendo que tava offline mesmo com a internet ligada agora deixo baixando 500 músicas e quando vejo só consumiu o espaço por que as músicas não aparecem que estão baixad…	Negativo
Interface muito bonita mas eu acho difícil de usar, até hoje não sei onde foram parar as músicas que fiz o download. Quando penso em ouvir música não quero ficar clicando aqui depois ali depois sabe Deus onde, quero só escolher uma pasta e botar as músicas para tocar e não, isso não acontece com…	Negativo
Estou decepcionada com a última atualização, não consigo fazer busca de músicas ou artista, vem uma msg falando q está offline sem q não esta,e na configuração dos q o app está indisponível, isso pq eu pago tdo o mês 😔 se continuar assim é não tiver resolvido vou cancela, pf qro uma solução.	Negativo
Eu não posso reclamar fuciona perfeito em meu celular conta free e ainda salva todas músicas no meu cartão de memória posso copiar para outro sem problemas..excelente.✌✌	Positivo
Ótimo, só tenho encontrado problema na hora de pesquisar novas músicas, mesmo conectado a internet o app informa que estou offline. Bug que deveria ser corrigido!	Neutro
Eu tenho no Spotify tenho twenty one pilots LMFAO don diablo tame Impala marshmello Selena Gomez Skrillex alok shawn Mendes ZAYN Maroon 5	Positivo
Vocês estão pisando no bola de mais,tô totalmente conectado com a internet,e não consigo abaixar minhas músicas,bandas q estão faltando alguns álbum, anthrax é uma delas,Black Label Society é outra,mais respeito com os clientes!!!	Neutro
Precisa dar um jeito urgentemente,está tocando aleatoriamente sempre que término de visualizar qualquer vídeo ou ouvir áudios em outras redes sócias,resumo ligando sozinho	Negativo
O app é incrivel so nao dei 5 estrelas pela falta de uma nuvem para salvar o downloads... Qnd baixa a musica utiliza mt memoria interna do aparelho e nao nao nos da o arquivo da música	Positivo
"Incrível que passa anos e anos e o Spotify só piora, não tenho nenhum arrependimento de ter cancelado minha conta premium lá em 2016, (quando já estava ruim, diga-se de passagem). Ah que falta faz uma ""Netflix versão música"" no mundo. :/"	Negativo
Com as atualizações das últimas semanas o consumo da cache está altíssimo! Fui limpar e estava usando 12gigas! Quero poder selecionar o quanto de memória o app pode usar.	Negativo
Ultimamente tem travado muito, o app simplesmente fecha e as vezes até não abre quando está no modo offline, mesmo com todas as músicas já baixadas. Perdeu muito a qualidade.	Negativo
"Do q adianta, pagar o Premium, se está bugado esse app, não está dando para pesquisar músicas, "" FIQUE ONLINE E BAIXE MILHÕES DE MÚSICAS"", vão se danar, tomem vergonha na cara , e arrumem isso."	Negativo
Os downloads das musicas nao funcionam como deveria, as musicas aparecem como baixadas mas nao reproduzem offline. ta um lixo o unico recurso que justifica pagar o app nao funciona corretamente!	Negativo
péssimo, tentei inúmeras e de várias formas entrar, mas sempre diz que meu e-mail não é existente, sendo que fiz até um novo facebook para entrar. dá erro sempre, não consigo me conectar.	Negativo
Nao consigo ouvir nenhuma musica pois todas travam de segundo em segundo, principalmente sem fones de ouvido. Estou fazendo o teste do premium mas se isso não for corrigido vou cancelar. Ja desinstalei e reinstalei o app e mesmo assim as musicas continuam travando! Android oreo no galaxy a8plus	Negativo
Era bom... sinto falta de algumas playlists, tem o bug de deletar músicas baixadas em meus outros dispositivos, e mesmo antes de eu fazer login, estava ocupando 1,3GB de memória no dispositivo!!!!! Como isso seria possível? É um absurdo!!!	Positivo
Está péssimo o aplicativo, depois dessa atualização ficou horrível até para pular as músicas e isso já está irritando, não recomendo mais esse aplicativo para minguem.	Negativo
alem de travar qdo utiliza via bluetooth no som automotivo, toda hora abre uma publicidade na tela.	Positivo
Único defeito que quando vc liga o Bluetooth no carro ele abre automaticamente várias vezes o Spotify. Mesmo que vc esta já escutando outro APP de música. Ele abre em. Cima. Inconveniente bastante	Positivo
Odiei! Me inscrevi na versão prêmio e o aplicativo não abre. Não consigo fazer o login de jeito nenhum. Que decepção! Vou voltar para o play music! 1000 vezes melhor!	Negativo
Do nada ele fecha sozinho, não só no meu telefone como no de outras pessoas do nada isso, não fecha completamente, se abrir a multi-tarefa ele ainda tá lá, corrijam isso logo, obrigado pela atenção	Neutro
Estou tendo um problema não consigo pagar o premium eu ja fiz de tudo mas não sei como faz para ser premium. Se alguem poder me ajudar agradeço. Obrigada.	Positivo
Gosto muito, mas podia ter a opção de logar em outras contas além do Facebook tipo do Google, Outlook. Exclui o meu Facebook e não posso editar nada na conta.	Positivo
*App muito bom, sou cliente há muito tempo*. Minha sugestão é que a empresa crie um SAC aqui no BR. Acredito que falta isso, ainda não tive nenhum problema, mas se tiver (principalmente no caso de pagamento) não saberia para onde recorrer, já que não conheço o SAC da Spotify. E caso exista dever…	Positivo
Meu pai enviou o convite, na primeira vez não entrou Então criei outra conta no Spotify mandei a nova conta para o convite mas mesmo assim não consegui entrar!	Negativo
O apo fecha Sozinho, reinicia, não funciona direito em segundo plano, Deezer e mt melhor, porem já assinei spotify, e quando vencer eu Cancelo, pois e bem difícil manter um APP bugado	Negativo
eu já sabia que esse dia chegaria que você nao teria mais tanta acessibilidade por não ser Premium mas fazer oque ¯\_(ツ)_/ ¯	Neutro
O app em si é muito bom, mas vcs podiam tirar esses negocios de premium, não é todo mundo q consegue pagar. (Só uma dica)	Neutro
"Mesmo habilitando ""aleatório"", sempre que bloqueio a tela ele desmarca sozinho. Tirando os problemas nas playlist. Você clica em uma música e reproduz outra nada a ver. Tá tenso"	Neutro
Depois da atualização minha conta voltou a ser FREE, sendo que paguei o Spotify Premium, mas mesmo assim as vantagens sumiram, espero que resolvam isso urgentemente, está mais que ridículo. Quero minhas músicas offline e poder pular as músicas. Ou vocês devolvem as vantagens ou me reembolsem.	Positivo
Toda vez que entro ele baixa alguma coisa que não existe e leva embora minha internet. Horrível, sou Premium e já estou repensando o uso.	Negativo
Atualmente o App encerra sozinho enquanto procuro músicas e é sempre necessário reconectar quando vou usar.	Negativo
Muito anúncio. Consome dados demais, e a opção de passar música, tem que voltar. Seria um diferencial.	Negativo
O App é muito bom, porém sinto falta de praticidade em poder alterar a ordem das músicas nas playlists assim como no concorrente. Gostaria de pedir a equipe que cuida do App que adicione essa funcionalidade, tocar aleatoriamente não satisfaz quando apenas queremos alterar a ordem das músicas da …	Negativo
Minha nota se refere a usabilidade do App, muito confuso é essa questão do som como já foi citado nos comentários realmente ele fica mudo.	Negativo
O que esta acontecendo com Spotify? Essas atualizações estão cheias de bugs. Do que adianta ser premium se as músicas param, as playlists não atualizão, a lista de amigos some, não dá mais pra pra conectar em outros dispositivos que estão na mesma rede de Wi-fi. Esse serviço já foi muitooo melho…	Negativo
Ele funcionava que era uma beleza. E quando pensamos que vai melhorar pq tem atualização, e justamente o contrário. No meu caso o app para a música sozinha. Isso que tenho o Premium.	Negativo
Depois da atualização o aplicativo trava (impedindo de acessar a aba de músicas, playlist, e qualquer outra opção do app) sempre que conecto o aparelho ao fone de ouvido ou ao bluetooth do carro. Sendo necessário desinstalar o aplicativo e instalar novamente toda hora pra resolver o problema. Us…	Negativo
Amo uso ele deis de2015 único crl desse aplicativo é que tem essa bct de aliatorio vai fu se fude mais o resto show	Positivo
A cada atualização só piora. Sempre para quando saio do app e vou pra alguma rede social, tá parecendo youtube que não pode sair do app kk	Neutro
Eu tinha deslogado da minha conta faz um tempo, e agora eu quis voltar e não deixam! Demora muiitoo o tempo de espera e não carrega nada para entrar na minha conta 👎	Negativo
Já foi bom,mas hj em dia só me traz dor de cabeça. Se vc não quer preocupação, não entre nessa! Toda vez que meu celular descarrega, tenho q baixar todas as músicas novamente...tô pra desistir desse aplicativo e mandar ele pra pqp!	Negativo
Péssimo, pago o premium mas o aplicativo tá super bugado, nunca tinha sido assim, agora tá tocando sozinho, tocando durante as chamadas, e após volta a tocar sem ser que estava tocando anteriormente	Negativo
Sai da minha conta agora o aplicativo não abre mais, alem da lentidão. ..e minhas playlist que sumiram como querem me convencer a assinar a linha premium assim.affs	Negativo
Gostei muito desse app, mas dou quatro estrelas porque teve algumas músicas que não encontrei e achei uma pena não ter opções para comprar músicas pelo app	Positivo
Depois da atualização, só Deus na causa, fazemos nossa playlist, pra aparecer músicas q vcs querem divulgar , uma atrás da outra, em ritmos q vc nem gosta!!! O app tá ficando uooo	Neutro
Sempre que na do um áudio em outro App ele dispara a música sozinho toda vez, é um inferno está me enrritando quero uma solução para esse problema rápido	Negativo
A aplicação é muito boa e funciona lindamente o único problema é a publicidade que aparece de 30 em 30 minutos mas de resto é tranquilo encontrar e ouvir as músicas que eu gosto	Positivo
Gostei de saber sobre este App. Curto muito óperas e músicas clássicas em geral. Creio que vou me realizar aqui.	Positivo
Está tudo bugado, não aparece a notificação de qual música está tocando, na playlist também não, e toda hora que abre pela primeira vez o modo aleatório e repetição estão ativados	Neutro
Em geral é estável e possui um grande acervo de músicas. Porém ainda não oferece suporte apropriado para o formato 16:9 de telas o que faz o aplicativo parecer desatualizado.	Neutro
Depois da última atualização o Spotify no meu Moto E4 plus, está travando as músicas do nada, sem falar que as playlist estão demorando muito para carregar.	Negativo
Minha playlist desapareceu depois que troquei de celular. Ela era muito importante para mim por questões de trabalho mas se foi do nada. Isso não se faz com ninguém.	Positivo
Spotify ta um lixo Sei aplicativos que consigo baixar musicas com qualidade de som e não gasto 1 real (nunca mais uso spotify!)	Negativo
Não gostei, a gente cria nosso playlist, tudo bonitinho. Aí vem o App e adiciona um monte de música feia nossa play sem a gente pedir. Saco!	Negativo
Ficou horrível depois da última atualização, com vários erros, bugando a todo instante, mesmo sendo na versão Premium. As atualizações teriam que vir para melhorar, não para piorar o app.	Negativo
Não dá para escolher as músicas que você quer ouvir. E eu baixei esse aplicativo achando justamente que eu ouviria as músicas que quisesse, quando quisesse, onde quisesse. Mas se eu preciso pagar para isso...	Negativo
Não consigo fazer a assinatura do serviço, já tentei 3 cartões e não consigo, por favor poderia me ajudar? OBS: A localização já está no Brasil.	Negativo
Qualidade do som péssima no celular, isso quando não trava os controles e não deixa você mudar de música. Não dá vontade nenhuma de usar, muito menos de pagar.	Negativo
Como faço para cancelar a assinatura? No aplicativo não tem nada falando sobre isso nem se quer um botão para cancelar e nem aqui na loja aparece nada nas minhas inscrições...	Positivo
Sempre o mesmo Layout, com os mesmos problemas amadores. Sou Premium mas a questão é, faltam músicas, faltam novidades na interface do app, falta qualidade do som, abaixar o volume com uso do cabo aux é muito insatisfatório!	Negativo
Todo mês e descontado no meu cartão de crédito mas minha conta ainda continua Free já tentei cancelar mas não consigo pq diz que minha conta e free	Negativo
Eu tenho o app pago e nao estou conseguindo baixar musicas. Diz q estou offline. So procura musicas que eu ja tenho baixada. Nao encontro nenhuma musica	Neutro
Gostava muito ... hoje vou ir pro Deezer pois tô com internet top e o App insiste em dizer que estou offline . Absurdo e ridiculamente sem soluções.	Negativo
Olha eu acho muito legal o Spotify, mas assim este negócio que só Premium pode e chato, nem todos são Premium e fica chato do nada uma propaganda	Positivo
Mano, eu amo o app e tudo mais. Porém, eu atualizei hoje dia 10/08 e começou a sair sozinho do app, e ontem não estava saindo. Por favor, corrijam o erro.	Positivo
Gostaria que as músicas ficassem armazenadas em cache e não nos dados do app, pois ficaria mais fácil de excluir sem ter que restaurar o app. Tenho que limpar o app todo dia porque ele armazena as músicas que eu ouço, o que ocupa muito espaço na memória do smartphone. Também gostaria que o compa…	Positivo
Uso o Dezzer., Decidi instalar o Spotify para fazer uma experiência e já sou Premium. Mas está ruim demais travando e não abre sempre. Demorado pra começar a tocar. Da pra melhorar ????? Senão sigo no Deezer .	Negativo
Simplesmente amo o aplicativo. Tenho o premium, mas o valor vale cada centavo, já que tem muitas músicas, sempre encontro todas novidades em músicas. Enfim, mais que recomendado❤	Positivo
Gente,eu nao sei se é burrice mimha mas toda vez que crio uma playlist aparecem musicas que eu nem coloquei e quando eu tiro aarecem novas.	Negativo
Fica parando a musica do nada, 70% das vezes que aperto o pause ele não responde o comando, finalizo ele não para só para forçando a parada do app, o app está horrível atualmente	Negativo
The last version of the app is awful. I cannot see the list of songs in each artist or the songs with more viewers. Besides that, when I choose a song, instead of playing it (which would be the normal thing to happen), it only plays 5 seconds of the song.. I really liked to listen to Spotify on …	Negativo
Acabei de assinar o Premium e ja estou pensando em cancelar, pra que pagar pra ouvir músicas offline se quando estou offline as minhas músicas somem e aparece pra baixar de novo? Péssimo.	Negativo
A barra de pesquisa não funciona mais não fica online do off sendo assim não consigo achar músicas novas só as que já estão baixadas aff	Negativo
Esse aplicativo mudou minha vida amei minha música e jo cohen e new rules abaixam ele toppppp	Positivo
O aplicativo está com diversos bugs. A cada atualização vem piorando o desempenho.	Negativo
agora posso ouvir musica de graça sem presisar de internet,mas tem uma coisa que me encontra,esse App gasta muito armazenamento no cll	Positivo
Muito bom, o único problema é que o app vai ficando lento com o uso contínuo, acredito ser um problema na política de cache, já q na versão pra Linux o problema também existe.	Positivo
O app está apresentando muitos problemas, como por exemplo: as músicas que baixo depois de um tempo são excluídas e eu acabo tendo que fazer todos os downloads de novo. A razão para eu ter o Premium é poder ouvir minhas músicas quando estou sem internet, então se não corrigirem esse erro vou can…	Negativo
A cada atualização ele está pior!! Socorro! Sou usuário Premium e o App tem deixar o muito a desejar. Começa a tocar do nada após reprodução de áudios de outros apps no celular como o Whatsapp e o Stories do Instagram. O banner na tela de bloqueio não funciona... Ele não para de tocar. E quando …	Negativo
Depois da atualização as músicas param de tocar do nada, não aparece na barra de notificação e tenho que sair e entrar toda hora no aplicativo para tocar músicas de outra playlist.	Negativo
Tirem essas músicas adicionais isto muito irritante não consigo fazer uma playlist com isso atrapalhando eu quero ouvir minhas músicas não as que o app recomenda :/	Neutro
Mais uma vez apanharam TODO MEU CONTEÚDO PÔ SPOTIFY.... SACANAGEM... Falta de respeito .... O que adianta ser tão dinâmico se fazem isso.... Aliás poderiam responder né.. RESPEITEM O CONSUMIDOR	Negativo
Você não consegue criar conta se não for pelo Facebook, tentei criar com e-mail e senha, não deu do ficou pensando, pensando, 10 minutos. Pelo Facebook, foi instantâneo, que política sem vergonha!	Negativo
Paguei o plano família e incluí 3 contas que foram retiradas pelo próprio Spotify sem motivo algum, com informação de endereço errado. Gastei dados baixando músicas e todas ficaram como se não tivesse baixado. Perdi todas. Por ser um plano pago o Spotify deveria ao menos informar ao cliente qual…	Negativo
Spotify escroto,agr não é mais possível conectar com dispositivos, só quem é Premium!	Negativo
Depois da última atualização, parece que não sou mais premium. Mesmo tendo pago 2 dias antes de atualizar. Estou muito chateada!	Negativo
O aplicativo é muito pesado, demora de abrir, tenho internet no celular tanto wi-fi quanto dados móveis e mesmo assim não roda.	Negativo
Na hora de criar uma playlist podia colocar a opção de adicionar mais de uma música por vez ficaria mais prático na hora de criar a playlist, pois ficar adicionando uma por vez e muito ruim!	Positivo
Deveriam melhorar a busca de artistas, as vezes não aparece todos os álbuns de um mesmo artista, e sinto falta da ficha técnica do Álbum, saber quem participou das gravações	Neutro
Não consigo atualizar o pagamento. Meu cartão tem saldo mas tá dando falha no pagamento. Isso já está me frustrando muito!!! Ajeitem isso por favor!	Negativo
poderia ter um temporizador para parar a reprodução de músicas por exemplo colocar para parar de tocar músicas em 30 minutos ou seja lá quanto tempo tipo um despertador ou coisa do gênero	Positivo
Poderia compartilhar a música no stories com o áudio no fundo, ficaria super legal e inovador! Também poderia ter as opções COVERS DESTA CANÇÃO e SAMPLES DESTA CANÇÃO!	Positivo
Meu o App e Bom mais Desinstalei pois queria baixar músicas, Não Era o App Para Mim, Mas Quem Tem Wifi Em Casa Recomendo,	Neutro
O app depois da atualização ficou com um visual melhor mas piorou cada vez que eu quero escutar uma música tem que adicionar na playlist	Neutro
Estou com outro Facebook e quero fazer uma nova conta só que não vai.aparece assim:estamos com problemas no momento por favor tente mais tarde	Negativo
Até uns dias atrás estava bom, mas minhas músicas sumiram e não consigo entrar mais com meu login, já tem duas semanas que não consigo entrar	Negativo
Seria ótimo uma opção para limpar a biblioteca de uma vez. Há muitas coisas também que não se pode remover da biblioteca, se possível coloquem essa opção!	Positivo
Está com bug, mesmo conectado ao wifi quando vou pesquisar alguma música não busca e aparece a mensangem dizendo que estou off line.	Neutro
Fica constantemente offline sem motivo. Me estressa mais que agrada pra uma conta premium. Vou migrar para outro.	Negativo
Gosto muito! Gosto tanto que durmo ouvindo música. Por isso, suplico, coloquem a função temporizador...	Positivo
O App é bom, mais acho que poderia dar pra ver a playlist e dar pra você escolher a música que você quer ouvir, e que pudesse dar pra ouvir as suas músicas sem a Internet	Positivo
Péssimo. Cadê as notificações? Não da mais pra trocar de música com a tela bloqueada. Na Barra de notificações não aparece e quando aparece mostra executando uma música diferente da que realmente está executando	Negativo
Tenho contra Premium e o meu Spotify não quer aceitar isso, parece que ele tá de birra comigo App muito bugado.	Negativo
Na última atualização o app a busca praticamente parou de funcionar. 99% das vezes a busca fica em loop infinito ou dá mensagem de que está offline (mesmo conectado em wi-fi e com música tocando). Só consigo tocar o que está no meu histórico ou na página inicial. Além disso, fica pausando aleato…	Negativo
Tenho playlists baixadas, para momentos que estou offline. Entretanto, depois de três dias elas somem, como se eu não havia baixado elas (mas no armazenamento do celular, o aplicativo consta utilizando o armazenamento como se as músicas estivessem baixadas). Já reinstalei o aplicativo e o proble…	Negativo
O acesso as músicas ficou muito ruim após tirarem a barra de Músicas. E as playslist podiam ficam em ordem alfabética não por criação.	Neutro
olha não sei oq deu porq instalei o pão e ele entra eu coloco meus dados e tudo mais mas ele não entra ....nas músicas e etc.	Negativo
Está bugado, várias vezes que vou pesquisar uma música é ele diz não ter resultado off line, mesmo eu estando conectado	Neutro
Vcs devia coloca uma coisa uma legenda pra explica melhor sobre o aplicativo pq não entendi nada de lá mais gostei só tem que te uma legenda	Positivo
Só funciona com wi fi e para mudar de musica tem q pagar. Antes de vc começar a ouvir aparece um monte de anuncio. N gostei	Negativo
Está nojento pra usar o app, toda hora trava e eu tenho que abrir novamente,continua assim que logo logo eu vou pro google music.	Negativo
Está difícil ,fica reiniciando toda hora, do nada para de tocar. Não consigo trocar de música sem abrir o aplicativo. Eu pago e quero uma solução.	Negativo
Eu gosto desse App, só q depois da última atualização ficou orrivel. Eu havia salvo muitas musicas, aonde estão elas?!	Positivo
Acabei de cancelar a assinatura, pois o app não funciona sem wi fi.. Pula de uma música para outra...cada dia piora... Não recomendo a ninguém	Negativo
Porque que o Sportify agora desliga o meu celular depois de tocar umas duas musica, não sei o oque fazer para resolver este problema	Positivo
Simplismente indispensável nos dias de hj, apesar do Premium ser caro ele oferece vários benefícios, hoje em dia não me vejo sem ele	Positivo
Aplicativo cada vez com mais problemas, as músicas param aleatoriamente. Também é péssimo não poder selecionar o cartão de memória para salvar os downloads.	Negativo
eu gosto muito do app, acho que faltam poucas coisas para ser ótimo, como músicas e artistas, mas ultimamente está deixando muito a desejar, eu e muitos amigos meus que usamos e adoramos o app, estamos tendo problema, por questão de muitos bugs, que começaram a aparecer nesses últimos dias. Nós gost…	Positivo
Ele é muito bom, mas acho que vcs poderiam colocar um sistema das letras das musicas... acho que seria incrível e não teríamos que intalar outros apps de letras... vlw	Positivo
Não consigo mais acessar minha conta, é só comigo esse problema? Deixei na utilização offline, mas agora não quer mais acessar minha conta 🤷‍♀	Negativo
App é muito bom,unica coisa chata e as propagandas no intervalo das músicas e não poder passar as músicas que não quero escutar. Muito chato isso. 😏	Negativo
O app ta uma bagunça e o Spotify nem se manifesta. Da uma vontade de mudar de plataforma por causa disso. O menu navegar ta horrível. Uso a versão premium.	Negativo
Meu amigo Precisa melhorar Caramba o app e bom mais se o app deixasse pelo menos passar as músicas sem ter que pagar (tipo absurdo eu ter que pagar para passar música prefiro desinstalar e melhor ) desinstalei meu jogo querido para pagar só pra passar música caramba , assim admito que o app e bo…	Negativo
Minha conta é Premium e não estou conseguindo fazer o download das músicas. E as vezes o app reiniciando meu celular. Arrumem isso!	Negativo
So vale a pena se comprar o premium, adiciona músicas as Playlists e mesmo que se bloqueie essa musica ela vai continuar a tocar	Negativo
Muita variedade de músicas, além do aplicativo ser leve, fácil de usar e de baixo consumo de dados.	Positivo
É sério que toda vez que eu for entrar no aplicativo eu vou ter que baixar as músicas tudo de novo? Vocês estão de brincadeira né	Negativo
Eu particularmente gosto desse app por ser originalmente álbuns dos artistas, porém está travando muito meu Moto C Plus...	Neutro
Olá desenvolvedores e usuários do Spotify, gostaria de sugerir uma função simples mas que seria de grande utilidade para o aplicativo, que é a função de um timer. As vezes gosto de utilizar o aplicativo para escutar músicas até dormir, no entanto, não há como deixar meu smartphone tocando a noite…	Positivo
Ao selecionar um álbum específico de um um artista em modo aleatório, o app toca músicas de outros álbuns fora aquele que foi escolhido.	Negativo
Muito ruim não dá nem pra colocar as músicas na ordem sem ser Premium o app quer que vc utilize do jeito deles	Negativo
O povo pensa que eu sou rica nem sempre tem internet era para baixar música Não só escutando aplicativo	Negativo
Mal elaborado este app..Vc não pode visualizar tua playlist nem pode pular música pra lembrar quais adicionou. Muito ruim	Negativo
Top 1 Gratuitos Musica e Áudio! Preciso falar mais alguma coisa? Ou se de estar no Top1 ja diz tudo? Recomendo!	Positivo
Está desaparecendo as músicas que já estão salvas, e por ser um serviço pago, poderia ter as letras das músicas. Se tivesse as letras daria 5 estrelas... Melhorem isso. Detalhe: o aplicativo Musixmatch disponibiliza as letras sem nenhum custo de conta Premium ou algo parecido, vocês poderiam tam…	Positivo
App e bom porém tem mtos anúncios Não dar p ouvir as músicas offline,e o pior de tudo não dar p baixa musica	Neutro
Legal mas vocês podiam ajeitar isso:você só pode ouvir suas música ordem aleatória você não pode escolher música s que você quer...	Neutro
Paguei no boleto bancario na terça feira ... E ate hj minha assinatura Premium nao foi liberada...arrumem esse erro ou me devolva o dinheiro...	Negativo
NO APP FALAM Q DÁ PRA OUVIR MÚSICA ATÉ EM UMA CAVERNA, SÓ Q QUANDO SAI DE CASA E FUI BOTAR A MÚSICA DISSERAM: VC ESTÁ OF-LINE SE CONECTE-SE COM UMA REDE WI-FI... propaganda enganosa!!😯👍😑😒	Negativo
O meu aplicativo todo momento em que entro nele fica baixando música. E não consigo de jeito nenhum escutar músicas offline, minha playlist nunca está baixada totalmente, sempre são umas 10 músicas no máximo é isso não é nem a metade das músicas que tenho. Estou completamente chateada com o servi…	Positivo
Bom. Sinto falta de MUITAS músicas, EPs e álbuns de artistas famosos que deveriam estar aqui... O modo offline NÃO funciona.	Negativo
A última versão está com muitos erros de mau funcionamento , gostaria de mais opções , e temas personalizáveis ou algo do tipo , um equalizador próprio ...	Neutro
Quando gerasse o boleto para o pagamento, já poderia escutar as músicas sem os anúncios, mas tem q esperar até o dia q cair o boleto?	Positivo
É pq quando eu quero escultar de novo ele não vai, só vai sair no premium. O único que eu quero e o app deixar onde está.	Neutro
Desde esta última atualização eu não estou conseguindo fazer login no app	Neutro
Eu gosto do Spotify music mais ele não pega direito sem internet	Positivo
Gostava de quando tinha mais liberdade em escutar minhas músicas na conta free, agora virou isso um aplicativo horrível, só pensam em dinheiro...	Negativo
É um app excelente e vcs que falam que está cada dia pior é só arrumar nas configurações e reiniciar só piora então parem de reclamar	Positivo
Esse APP só da para abaixar a música q você quer e não dá para ouvila se você conseguir vai ser só un terço da música.	Negativo
Agora nem passar músicas você pode mais! Agora até pra isso você tem que ser Premium. Que mercenários. Agora uso o deezer o que é bem melhor.	Negativo
Acho MT bom,mas seria melhor se a pessoa podesse ouvir também off-line sem pagar,isso é MT chato	Positivo
Agora vive offline, mesmo tendo sinal de internet. Já desisnstalei e reinstalei, mas esse não é o problema. A minha versão é a Premium.	Negativo
Depois da última atualização esta muito ruim, ele fica fechando sozinho, pelo menos 1 ou 2x assim que abre	Negativo
Pra mim ele é satisfatório pq se quer saber minha opinião, poderia escutar a música sem precisar de Wifi	Neutro
Ele è otimo para escutar músicas e coisas desses gêneros, mas para melhorar acho que ele poderia funcionar sem internet	Positivo
O app é ótimo, porém a limitação das contas Free e muito opressora, ele é feito pra contas Premium. Não precisava ser assim!	Positivo
Spotify apaga as músicas e não retorna, vc quer ouvir a música e ela fica indisponível, absurdo!!! falta função sleep.	Negativo
O app está ótimo, otimizar o aplicativo para Android Oreo, poderia oferecer uma qualidade de áudio maior (HI-FI)	Positivo
Pra melhorar faltou ter a possibilidade te poder ter uma até duas janelas simultânea estilo Netflix dentro de uma conta poder ter mais de um perfil.	Neutro
As músicas param de tocar sem qualquer motivo. Não aparece opção para pausar a música com o celular bloqueado. Está péssimo!	Negativo
Tenho o premium e a cada pouco ele apaga as músicas que baixei, quando acesso tenho fazer o download novamente para reprodução offline!	Negativo
Não sei qual o motivo todas as musicas recém baixadas sumiram do nada do cartão, perdi muito tempo. Testando versão premium.	Negativo
Queria saber por que nao aparece a opção de baixar as musicas? Eu to usando duas semanas minha conta premium e nao aparece e nao consigo escutar off	Negativo
Simplesmente perfeito, mais poderia ter a opção de escolher o visual, tipo, a conta Premium ser igual a Free, o designe, mais é muito bom 🤘🏻❤️🎶	Positivo
"O aplicativo é bom, mas controle de contas é péssimo, assinei o plano familiar e não consigo colocar minha esposa no plano, tipo, qual a definição de ""familiar"" do app?"	Negativo
Uma hora o aplicativo para e não abre tem que reiniciar o celular pra voltar outra hora ele não inicia nenhuma música mesmo com a internet e celular normal	Neutro
Não entendo porque quando eu chego em casa ele nao funciona. Em todo lugar o app pega normalmente, mas quando chego em casa ele nao funciona	Negativo
O app e até bom mais não so eu mais muitos reclamações quando se faz o plano familiar muito erro!	Negativo
Eu sempre amei o spotify , na minha opinião ele é o melhor App de musica	Positivo
Uso o Premium a 6 meses e recentemente venho me decepcionando com o mesmo. As músicas simplesmente param de reproduzir, as capas dos álbuns somem e também não é possível ouvir a música se ela estiver assim. Seja offline ou não, todas as músicas que ouço estão baixadas e isso acontece toda vez que…	Negativo
Não estou conseguindo entrar com minha conta do Facebook, uma vez que já parece que meu e-mail já está cadastrado e é o mesmo do Facebook.	Neutro
Nova atualização ficou péssimo, muito lento, sumiu meus downloads offline.	Negativo
bug!!! ta mostrando como se meus álbuns não tivessem salvos	Neutro
Esse app ficou horrivel ele fica add varias musicas nas playlists e eu não consigo ouvir minhas músicas	Negativo
Você é obrigado a ouvir aquela música você não pode pular ela tem que tudo ficar pagando eu hein	Negativo
Amei eu tenho na minha tv esse eplicativo eu amo muito ouvir músicas nele pois eu encontro músicas legais e que eu nem sabia que existia	Positivo
O app é bom, por enquanto está me agradando. Há alguns detalhes a serem melhorados mas eu estou gostando.	Positivo
Waiting for lyrics feature since 2015.. Apple music have it, Deezer too. When I can use this feature on Spotify??	Positivo
Tá vindo com erros nessa última atualização. Minha playlist sumiu e vez ou outra o app some da barra de notificação.	Positivo
Não consigo ouvir duas músicas sem o app crashar. Se tentar escutar música sem o app em primeiro plano, a música não reproduz.	Negativo
"O app sempre foi bom, porém depois da última atualização ele ta orrivel, dando erro toda hora, e por ser conta Premium não devia... faz meses que está assim, o app fecha do nada, e pede pra reiniciar o aplicativo porque ""parou"". A mensagem que mais aparece: ""O Spotify Parou"" Se não mudar em algu…"	Negativo
